(1.0, 1.3240921e-15, 1.7002792358398438)
(0.3333333333333333, 0.64184916, 0.8305914402008057)
(0.32432432432432434, 0.597656, 1.2598755359649658)
(0.42857142857142855, 0.5485233, 0.6044504642486572)
(0.5675675675675675, 0.31637883, 1.4790318012237549)
(0.2777777777777778, 0.53117037, 0.8626158237457275)
(0.3939393939393939, 0.25079384, 1.7612714767456055)
(0.3, 0.7603539, 1.1928281784057617)
(0.3333333333333333, 0.24352147, 0.7965703010559082)
(0.41025641025641024, 0.22131832, 1.220865249633789)
(0.37254901960784315, 0.21201648, 1.7122197151184082)
(0.46153846153846156, 0.18337208, 1.1428115367889404)
(0.5116279069767442, 0.09295315, 1.569117784500122)
(0.5178571428571429, 0.6444944, 0.9256589412689209)
(0.25, 0.5169524, 1.4190075397491455)
(0.2727272727272727, 0.5346186, 1.2278735637664795)
(0.4, 0.14857057, 0.9496779441833496)
(0.29411764705882354, 2.9023132, 0.4983558654785156)
(0.4727272727272727, 0.19123846, 0.8956348896026611)
(0.4482758620689655, 0.122412235, 0.5043601989746094)
(0.4594594594594595, 0.8880205, 1.4570343494415283)
(0.4, 0.15499838, 1.148712396621704)
(0.375, 0.15312712, 1.6151695251464844)
(0.4777777777777778, 0.11090108, 1.3489394187927246)
(0.5772357723577236, 0.2433088, 1.206860065460205)
(0.6044776119402985, 0.1307177, 1.5951528549194336)
(0.3076923076923077, 7.883214, 0.6664543151855469)
(0.4782608695652174, 0.77567214, 1.3569672107696533)
(0.48148148148148145, 0.22834384, 1.6351652145385742)
(0.37037037037037035, 0.4909423, 1.832301378250122)
(0.2916666666666667, 0.67738044, 1.4840548038482666)
(0.6197183098591549, 0.3374766, 1.2779088020324707)
(0.3888888888888889, 1.1740253, 0.5664026737213135)
(0.3333333333333333, 0.42910737, 0.30423665046691895)
(0.5, 0.47974816, 0.3532290458679199)
(0.7064220183486238, 0.23817702, 1.747262954711914)
(0.4772727272727273, 0.1115103, 2.1685235500335693)
(0.2857142857142857, 0.6922162, 0.8994548320770264)
(0.44, 0.87918353, 1.7042109966278076)
(0.46153846153846156, 0.7701529, 1.5941333770751953)
(0.48936170212765956, 1.0476371, 1.7502450942993164)
(0.3548387096774194, 0.57547635, 2.007429599761963)
(0.3235294117647059, 1.440447, 1.8533165454864502)
(0.47619047619047616, 0.88733083, 1.6531789302825928)
(0.7692307692307693, 0.25763446, 1.2578949928283691)
(0.29411764705882354, 0.500525, 1.614145278930664)
(0.3125, 0.65343773, 1.5621132850646973)
(0.22727272727272727, 0.4988765, 1.8173110485076904)
(0.42857142857142855, 0.19298594, 2.192540168762207)
(0.6046511627906976, 0.20443574, 2.0786640644073486)
(0.6290322580645161, 0.14492992, 2.4047305583953857)
(0.5333333333333333, 0.51045287, 0.36223769187927246)
(0.3684210526315789, 0.502541, 0.5714066028594971)
(0.43333333333333335, 0.21741971, 0.5303788185119629)
(0.45, 1.0122651, 0.7785522937774658)
(0.6420454545454546, 0.16688286, 1.7222249507904053)
(0.6785714285714286, 0.084399186, 2.309645414352417)
(0.35135135135135137, 1.168599, 1.5140752792358398)
(0.4888888888888889, 0.26499942, 1.2689027786254883)
(0.5869565217391305, 0.21920434, 1.6421873569488525)
(0.2631578947368421, 0.4994664, 2.401688575744629)
(0.5, 0.4064691, 1.640167236328125)
(0.5611510791366906, 5.251433, 2.0074477195739746)
(0.358974358974359, 0.36357397, 1.9133613109588623)
(0.4, 0.23931244, 1.5511038303375244)
(0.7906976744186046, 0.21092205, 1.7682576179504395)
(0.6439393939393939, 0.1517631, 1.0527305603027344)
(0.6368715083798883, 0.1180379, 2.0374481678009033)
(0.647887323943662, 0.21524148, 2.266613006591797)
(0.375, 0.5150173, 0.14502525329589844)
(0.0, inf, 0.11808514595031738)
(0.425531914893617, 0.110175826, 1.652174949645996)
(0.5192307692307693, 0.081597194, 1.4630427360534668)
(0.6060606060606061, 0.089338094, 1.2669007778167725)
(0.43333333333333335, 0.16818754, 1.2048571109771729)
(0.43283582089552236, 0.11819345, 1.7312297821044922)
(0.5306122448979592, 0.10002809, 1.0207459926605225)
(0.44, 0.34871292, 1.1948316097259521)
(0.5454545454545454, 0.12753084, 0.9526777267456055)
(0.391304347826087, 0.11367702, 1.078766107559204)
(0.42857142857142855, 0.8313857, 0.8105928897857666)
(0.5, 0.27514246, 0.9396531581878662)
(0.3783783783783784, 0.30885223, 1.114793062210083)
(0.3469387755102041, 0.08972348, 1.2989227771759033)
(0.47368421052631576, 0.0991423, 1.391991138458252)
(0.0, inf, 0.5494129657745361)
(0.5862068965517241, 0.16859183, 1.0897555351257324)
(0.3, 0.79267573, 0.3572542667388916)
(0.4166666666666667, 0.7297654, 0.8265855312347412)
(0.5454545454545454, 0.6849742, 0.8336138725280762)
(0.29411764705882354, 0.50807256, 0.6194202899932861)
(0.2631578947368421, 3.9751134, 1.3199589252471924)
(0.4166666666666667, 0.52822745, 0.18111109733581543)
(0.2608695652173913, 0.7610078, 0.6014273166656494)
(0.2857142857142857, 0.56916296, 0.1921379566192627)
(0.37142857142857144, 0.5046224, 0.20116043090820312)
(0.2777777777777778, 0.59528255, 0.5283575057983398)
