(1.0, 9.692249e-16, 0.17612671852111816)
(0.0, inf, 0.14510130882263184)
(0.3076923076923077, 0.5315474, 0.16111421585083008)
(0.3333333333333333, 0.590691, 0.13009190559387207)
(0.42857142857142855, 2.0462403, 0.17412400245666504)
(0.3076923076923077, 0.7885855, 0.12508916854858398)
(0.4375, 0.63159716, 0.22217798233032227)
(0.0, inf, 0.17510676383972168)
(0.45454545454545453, 0.48942965, 0.17412495613098145)
(0.5, 0.38299164, 0.20815682411193848)
(0.5, 0.27845073, 0.22915053367614746)
(0.45, 0.19981718, 0.19313883781433105)
(0.6451612903225806, 0.17326757, 0.1941382884979248)
(0.7142857142857143, 0.5338857, 0.15911269187927246)
(0.0, inf, 0.16911911964416504)
(0.0, inf, 0.13609910011291504)
(0.46153846153846156, 0.2781259, 0.14410090446472168)
(0.38461538461538464, 0.53424364, 0.11308026313781738)
(0.5882352941176471, 0.17213985, 0.1751241683959961)
(0.4117647058823529, 0.26973313, 0.14910650253295898)
(0.4722222222222222, 0.118145704, 0.19213628768920898)
(0.3333333333333333, 2.0484905, 0.2161564826965332)
(0.6666666666666666, 0.19169872, 0.23116397857666016)
(0.5185185185185185, 0.19157091, 0.2251601219177246)
(0.6885245901639344, 0.1774811, 0.20214438438415527)
(0.734375, 0.111057214, 0.21214985847473145)
(0.0, inf, 0.11608123779296875)
(0.0, inf, 0.12609076499938965)
(0.5263157894736842, 0.23870249, 0.14310145378112793)
(0.0, inf, 0.18112826347351074)
(0.4117647058823529, 1.3791668, 0.14210176467895508)
(0.625, 0.3684393, 0.1631171703338623)
(0.42857142857142855, 0.3551451, 0.16211366653442383)
(0.0, inf, 0.10607576370239258)
(0.0, inf, 0.13709807395935059)
(0.7592592592592593, 0.26931942, 0.14410185813903809)
(0.6, 0.17295235, 0.1581122875213623)
(0.3333333333333333, 0.7088972, 0.15911269187927246)
(0.46153846153846156, 1.0679766, 0.20514917373657227)
(0.7083333333333334, 0.85696757, 0.17512226104736328)
(0.42857142857142855, 0.93343294, 0.18513226509094238)
(0.5333333333333333, 1.4139003, 0.16411566734313965)
(0.4, 0.5771996, 0.17312359809875488)
(0.5294117647058824, 1.0702617, 0.17112135887145996)
(0.7666666666666667, 0.24392611, 0.12108802795410156)
(0.0, inf, 0.13009095191955566)
(0.36363636363636365, 21.014307, 0.14310097694396973)
(0.0, inf, 0.12108850479125977)
(0.4666666666666667, 0.6104144, 0.2661886215209961)
(0.6461538461538462, 0.2393976, 0.17212176322937012)
(0.75, 0.15283665, 0.16411685943603516)
(0.0, inf, 0.1130828857421875)
(0.0, inf, 0.1320939064025879)
(0.42105263157894735, 0.33006567, 0.13909602165222168)
(0.5217391304347826, 0.3153251, 0.14310312271118164)
(0.8, 0.1530445, 0.19113731384277344)
(0.7678571428571429, 0.063731216, 0.16811800003051758)
(0.0, inf, 0.1631157398223877)
(0.6923076923076923, 0.2747423, 0.14510297775268555)
(0.6511627906976745, 0.1983562, 0.17112278938293457)
(0.0, inf, 0.18413090705871582)
(0.6363636363636364, 0.45800498, 0.16411638259887695)
(0.6571428571428571, 0.19529663, 0.1831502914428711)
(0.29411764705882354, 0.5131056, 0.18513011932373047)
(0.45454545454545453, 0.8061025, 0.19812297821044922)
(0.7923728813559322, 0.20916872, 0.2091503143310547)
(0.7142857142857143, 0.1308644, 0.21415257453918457)
(0.6612903225806451, 0.17327073, 0.23816919326782227)
(0.5, 0.1215738, 0.1771228313446045)
(0.0, inf, 0.08706021308898926)
(nan, inf, 0.08706212043762207)
(0.625, 0.11000676, 0.19513916969299316)
(0.5238095238095238, 0.1380024, 0.2301652431488037)
(0.55, 0.14971611, 0.18312954902648926)
(0.6956521739130435, 0.13468379, 0.292208194732666)
(0.5384615384615384, 0.15298992, 0.20714569091796875)
(0.5882352941176471, 0.10084423, 0.16211581230163574)
(0.38461538461538464, 0.5025773, 0.17312383651733398)
(0.5, 1.2253317, 0.15410900115966797)
(0.0, inf, 0.16211581230163574)
(0.4166666666666667, 0.7403749, 0.14410114288330078)
(0.631578947368421, 0.28533432, 0.1611156463623047)
(0.6, 0.82105285, 0.15010714530944824)
(0.6333333333333333, 0.24060291, 0.18813276290893555)
(0.5588235294117647, 0.14534298, 0.20316386222839355)
(0.0, inf, 0.11506319046020508)
(0.47619047619047616, 0.16000009, 0.17912697792053223)
(0.0, inf, 0.10907864570617676)
(0.0, inf, 0.15711188316345215)
(0.35714285714285715, 0.53604406, 0.1761455535888672)
(0.0, inf, 0.1220853328704834)
(0.0, inf, 0.1511073112487793)
(0.0, inf, 0.09406614303588867)
(0.0, inf, 0.10907816886901855)
(0.0, inf, 0.10006976127624512)
(0.0, inf, 0.09506750106811523)
(0.0, inf, 0.11108016967773438)
